,numero_uai,appellation_officielle,denomination_principale,patronyme_uai,secteur_public_prive_libe,adresse_uai,lieu_dit_uai,boite_postale_uai,code_postal_uai,localite_acheminement_uai,libelle_commune,coordonnee_x,coordonnee_y,epsg,latitude,longitude,appariement,localisation,nature_uai,nature_uai_libe,etat_etablissement,etat_etablissement_libe,code_departement,code_region,code_academie,code_commune,libelle_departement,libelle_region,libelle_academie,position,secteur_prive_code_type_contrat,secteur_prive_libelle_type_contrat,code_ministere,libelle_ministere,date_ouverture
18915,0754965P,Lycée général et technologique privé Lucien de Hirsh,LYCEE GEN.ET TECHNOL.PRIVE,LUCIEN DE HIRSCH,Privé,70  AVENUE SECRETAN,,,75019,PARIS,Paris 19e  Arrondissement,654281.7,6864584.9,EPSG:2154,48.87965972290767,2.3766296229591246,Parfaite,Numéro de rue,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8796597229,2.37662962296",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1999-09-01
18916,0755052J,Collège privé N'r Hatorah,COLLEGE PRIVE,N'R HATORAH,Privé,3  RUE HENRI TUROT,,,75019,PARIS,Paris 19e  Arrondissement,653976.9,6864256.7,EPSG:2154,48.87668659109247,2.372509401151093,Parfaite,Numéro de rue,340,COLLEGE,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8766865911,2.37250940115",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,2002-09-01
18917,0755690C,Lycée technologique privé Cours Hattemer,ECOLE TECHNOLOGIQUE PRIVEE,COURS HATTEMER,Privé,52  RUE DE LONDRES,,,75008,PARIS,Paris  8e  Arrondissement,650530.0,6864476.0,EPSG:2154,48.87840313885447,2.325490159797224,Parfaite,Numéro de rue,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE,1.0,OUVERT,75,11,1,75108,Paris,Ile-de-France,Paris,"48.8784031389,2.3254901598",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2012-09-01
18918,0755748R,Institut des Relations Internationales et Stratégiques Superieur,ECOLE PRIVE D'ENS TECHNIQUE,INST RESSOURCES INFO SUP,Privé,2 bis rue Mercoeur,,,75011,PARIS,Paris 11e  Arrondissement,654712.8,6862030.2,EPSG:2154,48.856716176296864,2.382779717859916,Parfaite,Numéro de rue,306,LYCEE POLYVALENT,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8567161763,2.38277971786",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2013-09-01
18919,0755837M,Ecole Dynamique (Collège),ECOLE SECONDAIRE PRIVEE,ECOLE DYNAMIQUE,Privé,36 rue des Artistes,,,75014,PARIS,Paris 14e  Arrondissement,651139.6,6858663.4,EPSG:2154,48.82617741126835,2.334469456754153,Parfaite,Numéro de rue,340,COLLEGE,1.0,OUVERT,75,11,1,75114,Paris,Ile-de-France,Paris,"48.8261774113,2.33446945675",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2015-09-01
18920,0755897C,Ecole Canadienne de Paris,ECOLE SECONDAIRE PRIVEE,ECOLE CANADIENNE DE PARIS,Privé,5 rue d'Aguesseau,,,75008,PARIS,Paris  8e  Arrondissement,650060.6,6863547.5,EPSG:2154,48.870017157507135,2.3191994838916936,Parfaite,Numéro de rue,340,COLLEGE,1.0,OUVERT,75,11,1,75108,Paris,Ile-de-France,Paris,"48.8700171575,2.31919948389",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2017-09-01
18921,0755904K,Etablissement d'enseignement technique Institut Santé,ECOLE 2D DEGRE PROF.PRIVEE,INSTITUT SANTÉ,Privé,79 boulevard Richard Lenoir,,,75011,PARIS,Paris 11e  Arrondissement,650629.1,6863879.0,EPSG:2154,48.87304208606799,2.326910679963354,Parfaite,Numéro de rue,320,LYCEE PROFESSIONNEL,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8730420861,2.32691067996",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2017-09-01
18922,0755945E,Collège Math Assistance Nation,ECOLE SECONDAIRE PRIVEE,MATH ASSISTANCE NATION,Privé,7 rue du Sergent Bauchat,,,75012,PARIS,Paris 12e  Arrondissement,655292.3,6860672.0,EPSG:2154,48.844542373845556,2.3908202264849865,Parfaite,Numéro de rue,340,COLLEGE,1.0,OUVERT,75,11,1,75112,Paris,Ile-de-France,Paris,"48.8445423738,2.39082022648",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2018-04-08
18923,0756052W,Lycée général privé La classe du Phare,ECOLE 2D DEGRE GENERAL PRIVEE,LA CLASSE DU PHARE,Privé,11 rue Neuve Popincourt,,,75011,PARIS,Paris 11e  Arrondissement,654107.8,6862856.7,EPSG:2154,48.86410599190207,2.3744452651104866,Parfaite,Numéro de rue,302,LYCEE D ENSEIGNEMENT GENERAL,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8641059919,2.37444526511",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2019-10-24
18924,0756120V,Collège privé Living School,ECOLE SECONDAIRE PRIVEE,LIVING SCHOOL,Privé,93 rue Manin,,,75019,PARIS,Paris 19e  Arrondissement,654969.0,6864961.3,EPSG:2154,48.88309301648538,2.385960689054704,Parfaite,Numéro de rue,340,COLLEGE,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8830930165,2.38596068905",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2020-09-01
22764,0750164W,E.P.PR BOSSUET 51 rue Madame,ECOLE PRIMAIRE PRIVEE,BOSSUET,Privé,51 rue Madame,,,75006,PARIS,Paris  6e  Arrondissement,650956.2,6861099.2,EPSG:2154,48.848068740667685,2.331690671729709,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75106,Paris,Ile-de-France,Paris,"48.8480687407,2.33169067173",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-10
22765,0750175H,E.P.PR SAINT-THOMAS D'AQUIN 7 rue Perronet,ECOLE PRIMAIRE PRIVEE,SAINT-THOMAS D'AQUIN,Privé,7 rue Perronet,,,75007,PARIS,Paris  7e  Arrondissement,650855.8,6861901.9,EPSG:2154,48.85527971215908,2.330229830820729,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75107,Paris,Ile-de-France,Paris,"48.8552797122,2.33022983082",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-13
22766,0750182R,Collège privé Saint Louis,COLLEGE PRIVE,SAINT-LOUIS,Privé,47 rue Montcalm,,,75018,PARIS,Paris 18e  Arrondissement,651590.5,6866224.0,EPSG:2154,48.8942028888886,2.339749823581512,Parfaite,Numéro de rue,340,COLLEGE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8942028889,2.33974982358",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-02-24
22767,0750185U,E.P.PR SAINTE-JEANNE ELISABETH 49 avenue duquesne,ECOLE PRIMAIRE PRIVEE,SAINTE-JEANNE ELISABETH,Privé,49 avenue Duquesne,,,75007,PARIS,Paris  7e  Arrondissement,649633.1,6861289.5,EPSG:2154,48.84967802970278,2.3136394284584623,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75107,Paris,Ile-de-France,Paris,"48.8496780297,2.31363942846",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-13
22768,0750187W,E.P.PR JEANNINE MANUEL 141 avenue de Suffren,ECOLE PRIMAIRE PRIVEE,JEANNINE MANUEL,Privé,141 avenue de Suffren,,,75007,PARIS,Paris  7e  Arrondissement,649163.5,6861045.2,EPSG:2154,48.847444177330395,2.3072696205523875,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75107,Paris,Ile-de-France,Paris,"48.8474441773,2.30726962055",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-13
22769,0750203N,E.P.PR FENELON SAINTE-MARIE 95 rue de Monceau,ECOLE PRIMAIRE PRIVEE,FENELON SAINTE-MARIE,Privé,95 rue de Monceau,,,75008,PARIS,Paris  8e  Arrondissement,649878.7,6864729.6,EPSG:2154,48.88063332252056,2.3165803778501077,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75108,Paris,Ile-de-France,Paris,"48.8806333225,2.31658037785",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-13
22770,0750210W,E.P.PR LA TRINITE 16 rue de Milan,ECOLE PRIMAIRE PRIVEE,LA TRINITE,Privé,16 rue de Milan,,,75009,PARIS,Paris  9e  Arrondissement,650699.8,6864525.8,EPSG:2154,48.87886399698742,2.3277994438328315,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75109,Paris,Ile-de-France,Paris,"48.878863997,2.32779944383",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-15
22771,0750223K,E.P.PR SAINTE-MARGUERITE 16 rue Basfroi,ECOLE PRIMAIRE PRIVEE,SAINTE-MARGUERITE,Privé,16 rue Basfroi,,,75011,PARIS,Paris 11e  Arrondissement,654487.1,6861789.7,EPSG:2154,48.854537469041794,2.3797295209141227,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.854537469,2.37972952091",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-15
22772,0750243G,E.P.PR SAINT-ESPRIT 56 rue des Meuniers,ECOLE PRIMAIRE PRIVEE,SAINT-ESPRIT,Privé,56 rue des Meuniers,,,75012,PARIS,Paris 12e  Arrondissement,655595.7,6859664.1,EPSG:2154,48.83549922841455,2.3950593544159418,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75112,Paris,Ile-de-France,Paris,"48.8354992284,2.39505935442",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-15
22773,0750263D,E.P.PR SAINT CHRISTOPHE 82 rue de l'Abbé Groult,ECOLE PRIMAIRE PRIVEE,SAINT CHRISTOPHE,Privé,82 rue de l'Abbé Groult,,,75015,PARIS,Paris 15e  Arrondissement,648471.6,6860065.1,EPSG:2154,48.83857521401511,2.2979605836880257,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75115,Paris,Ile-de-France,Paris,"48.838575214,2.29796058369",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-15
22774,0750275S,E.P.PR NOTRE-DAME DE FRANCE 63 rue de la Santé,ECOLE PRIMAIRE PRIVEE,NOTRE-DAME DE FRANCE,Privé,63 rue de la Santé,,,75013,PARIS,Paris 13e  Arrondissement,651651.8,6859424.0,EPSG:2154,48.83305619465897,2.3413594253204946,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.8330561947,2.34135942532",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-15
22775,0750285C,E.P.PR LAMAZOU 80 rue Boileau,ECOLE PRIMAIRE PRIVEE,LAMAZOU,Privé,80 rue Boileau,,,75016,PARIS,Paris 16e  Arrondissement,645865.1,6860385.3,EPSG:2154,48.84124107868293,2.262410060083436,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8412410787,2.26241006008",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-16
22776,0750300U,E.P.PR GERSON 31 rue de la Pompe,ECOLE PRIMAIRE PRIVEE,GERSON,Privé,31 rue de la Pompe,,,75016,PARIS,Paris 16e  Arrondissement,646812.7,6862542.0,EPSG:2154,48.860714919909114,2.275050636853009,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8607149199,2.27505063685",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-16
22777,0750321S,E.P.PR BLANCHE DE CASTILLE 8 ter rue Roger Bacon,ECOLE PRIMAIRE PRIVEE,BLANCHE DE CASTILLE,Privé,8 ter rue Roger Bacon,,,75017,PARIS,Paris 17e  Arrondissement,647887.3,6864957.4,EPSG:2154,48.88252376988987,2.289400501233625,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75117,Paris,Ile-de-France,Paris,"48.8825237699,2.28940050123",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-17
22778,0750326X,E.E.PR SAINTE-MARIE DES BATIGNOLLES 77 rue Truffaut,ECOLE ELEMENTAIRE PRIVEE,SAINTE-MARIE DES BATIGNOLLES,Privé,77 rue Truffaut,,,75017,PARIS,Paris 17e  Arrondissement,649991.2,6865535.0,EPSG:2154,48.88788474807805,2.318019428614193,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75117,Paris,Ile-de-France,Paris,"48.8878847481,2.31801942861",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-17
22779,0750349X,E.P.PR SAINT-GEORGES 17 rue Bouret,ECOLE PRIMAIRE PRIVEE,SAINT-GEORGES,Privé,17 rue Bouret,,,75019,PARIS,Paris 19e  Arrondissement,654171.5,6864746.0,EPSG:2154,48.88110061930783,2.3751097223111652,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8811006193,2.37510972231",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-20
22780,0750546L,Collège Georges Clémenceau,COLLEGE,GEORGES CLEMENCEAU,Public,43 rue des Poissonniers,,,75018,PARIS,Paris 18e  Arrondissement,652450.2,6865639.8,EPSG:2154,48.88901347039925,2.3515400479799182,Parfaite,Numéro de rue,340,COLLEGE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8890134704,2.35154004798",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22781,0750553U,Lycée professionel Gaston Bachelard,LYCEE PROFESSIONNEL,GASTON BACHELARD,Public,2 rue Tagore,,,75013,PARIS,Paris 13e  Arrondissement,653033.9,6858040.4,EPSG:2154,48.820715464470396,2.3603394244216216,Parfaite,Numéro de rue,320,LYCEE PROFESSIONNEL,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.8207154645,2.36033942442",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22782,0750601W,E.P.PR LUCIEN DE HIRSCH 68 avenue Secrétan,ECOLE PRIMAIRE PRIVEE,LUCIEN DE HIRSCH,Privé,68 avenue Secrétan,,,75019,PARIS,Paris 19e  Arrondissement,654248.1,6864603.3,EPSG:2154,48.879822803025334,2.3761695229856463,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.879822803,2.37616952299",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-20
22783,0750605A,E.E.PU PARMENTIER 11 bis avenue Parmentier,ECOLE ELEMENTAIRE PUBLIQUE,PARMENTIER,Public,11 bis avenue Parmentier,,,75011,PARIS,Paris 11e  Arrondissement,654422.7,6862370.4,EPSG:2154,48.85975510871428,2.3787896248771103,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8597551087,2.37878962488",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1969-03-18
22784,0750652B,Lycée général Charlemagne,LYCEE GENERAL,CHARLEMAGNE,Public,14 rue Charlemagne,,,75004,PARIS,Paris  4e  Arrondissement,653074.4,6861767.7,EPSG:2154,48.854238277888854,2.3604798609742272,Parfaite,Numéro de rue,302,LYCEE D ENSEIGNEMENT GENERAL,1.0,OUVERT,75,11,1,75104,Paris,Ile-de-France,Paris,"48.8542382779,2.36047986097",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22785,0750654D,Lycée général Henri IV,LYCEE GENERAL,HENRI IV,Public,23 rue Clovis,,,75005,PARIS,Paris  5e  Arrondissement,652106.0,6860899.4,EPSG:2154,48.84635843486844,2.3473805291200653,Parfaite,Numéro de rue,302,LYCEE D ENSEIGNEMENT GENERAL,1.0,OUVERT,75,11,1,75105,Paris,Ile-de-France,Paris,"48.8463584349,2.34738052912",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22786,0750658H,Lycée général Saint Louis,LYCEE GENERAL,SAINT-LOUIS,Public,44 boulevard Saint-Michel,,,75006,PARIS,Paris  6e  Arrondissement,651691.1,6861208.0,EPSG:2154,48.849102692602756,2.3416921685730263,Parfaite,Numéro de rue,302,LYCEE D ENSEIGNEMENT GENERAL,1.0,OUVERT,75,11,1,75106,Paris,Ile-de-France,Paris,"48.8491026926,2.34169216857",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22787,0750664P,Lycée général et technologique Racine,LYCEE GENERAL ET TECHNOLOGIQUE,RACINE,Public,20 rue du Rocher,,,75008,PARIS,Paris  8e  Arrondissement,650293.4,6864261.5,EPSG:2154,48.87645598404557,2.3222894426793568,Parfaite,Numéro de rue,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,1.0,OUVERT,75,11,1,75108,Paris,Ile-de-France,Paris,"48.876455984,2.32228944268",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22788,0750672Y,Lycée technologique Duperré Ecole Supérieure des Arts Appliqués,LYCEE TECHNOLOGIQUE,DUPERRE ESAA,Public,11 rue Dupetit-Thouars,,,75003,PARIS,Paris  3e  Arrondissement,653198.4,6862975.8,EPSG:2154,48.86511160871878,2.362036688344763,Parfaite,Numéro de rue,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE,1.0,OUVERT,75,11,1,75103,Paris,Ile-de-France,Paris,"48.8651116087,2.36203668834",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22789,0750673Z,Lycée général Colbert,LYCEE GENERAL,COLBERT,Public,27 rue de Chateau Landon,,,75010,PARIS,Paris 10e  Arrondissement,653314.9,6864930.4,EPSG:2154,48.882697343211774,2.3634098633460203,Parfaite,Numéro de rue,302,LYCEE D ENSEIGNEMENT GENERAL,1.0,OUVERT,75,11,1,75110,Paris,Ile-de-France,Paris,"48.8826973432,2.36340986335",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22790,0750680G,Lycée général et technologique Arago,LYCEE GENERAL ET TECHNOLOGIQUE,ARAGO,Public,4 place de la Nation,,,75012,PARIS,Paris 12e  Arrondissement,655551.3,6861046.7,EPSG:2154,48.847929979105636,2.3943100168181486,Parfaite,Numéro de rue,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,1.0,OUVERT,75,11,1,75112,Paris,Ile-de-France,Paris,"48.8479299791,2.39431001682",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22791,0750697A,Lycée Technologique Bâtiment-Saint Lambert,LYCEE TECHNOLOGIQUE,BATIMENT-SAINT-LAMBERT,Public,7 rue Clavel,,,75019,PARIS,Paris 19e  Arrondissement,654883.1,6864019.1,EPSG:2154,48.87461402965952,2.3848894914285967,Parfaite,Numéro de rue,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8746140297,2.38488949143",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22792,0750699C,Lycée général et technologique Janson de Sailly,LYCEE GENERAL ET TECHNOLOGIQUE,JANSON DE SAILLY,Public,106 rue de la Pompe,,,75016,PARIS,Paris 16e  Arrondissement,647139.6,6863076.7,EPSG:2154,48.865550267632024,2.27943957152144,Parfaite,Numéro de rue,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8655502676,2.27943957152",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22793,0750714U,Lycée général Hélène Boucher,LYCEE GENERAL,HELENE BOUCHER,Public,75 cours de Vincennes,,,75020,PARIS,Paris 20e  Arrondissement,656478.8,6861027.3,EPSG:2154,48.84781882883776,2.4069503045782983,Parfaite,Numéro de rue,302,LYCEE D ENSEIGNEMENT GENERAL,1.0,OUVERT,75,11,1,75120,Paris,Ile-de-France,Paris,"48.8478188288,2.40695030458",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22794,0750778N,Lycée Professionnel Turquetil - Lycée des métiers de la mode,LP LYCEE DES METIERS,TURQUETIL,Public,18 passage Turquetil,,,75011,PARIS,Paris 11e  Arrondissement,655446.3,6861517.0,EPSG:2154,48.852152133455455,2.3928299902089334,Parfaite,Numéro de rue,320,LYCEE PROFESSIONNEL,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8521521335,2.39282999021",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22795,0750783U,Lycée professionnel Chennevière Malezieux,LYCEE PROFESSIONNEL,CHENNEVIERE MALEZIEUX,Public,33 avenue Ledru-Rollin,,,75012,PARIS,Paris 12e  Arrondissement,653775.2,6860992.7,EPSG:2154,48.847319388484756,2.370114476367872,Parfaite,Numéro de rue,320,LYCEE PROFESSIONNEL,1.0,OUVERT,75,11,1,75112,Paris,Ile-de-France,Paris,"48.8473193885,2.37011447637",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22796,0750787Y,Lycée professionnel Corvisart-Arts Graphiques,LYCEE PROFESSIONNEL,CORVISART-TOLBIAC,Public,61 rue Corvisart,,,75013,PARIS,Paris 13e  Arrondissement,652202.1,6859122.2,EPSG:2154,48.830383121652524,2.348889642203231,Parfaite,Numéro de rue,320,LYCEE PROFESSIONNEL,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.8303831217,2.3488896422",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22797,0750815D,E.E.A.PU ARAGO D 30 boulevard Arago,ECOLE ELEMENTAIRE APPLICATION PUBLIQUE,ARAGO D,Public,30 boulevard Arago,,,75013,PARIS,Paris 13e  Arrondissement,652101.2,6859702.8,EPSG:2154,48.835597020736024,2.347449870258506,Parfaite,Numéro de rue,153,ECOLE ELEMENTAIRE D APPLICATION,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.8355970207,2.34744987026",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22798,0750822L,E.E.PU BAUCHES 15 rue des Bauches,ECOLE ELEMENTAIRE PUBLIQUE,BAUCHES,Public,15 rue des Bauches,,,75016,PARIS,Paris 16e  Arrondissement,646697.8,6862016.9,EPSG:2154,48.855983296216294,2.2735504678688847,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8559832962,2.27355046787",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22799,0750836B,E.E.PU BLOMET 19 rue Blomet,ECOLE ELEMENTAIRE PUBLIQUE,BLOMET,Public,19 rue Blomet,,,75015,PARIS,Paris 15e  Arrondissement,649154.2,6860568.4,EPSG:2154,48.84315560297232,2.307199902780918,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75115,Paris,Ile-de-France,Paris,"48.843155603,2.30719990278",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22800,0750864G,E.E.PU DAMESME 5 rue Damesme,ECOLE ELEMENTAIRE PUBLIQUE,DAMESME,Public,5 rue Damesme,,,75013,PARIS,Paris 13e  Arrondissement,652678.2,6858530.9,EPSG:2154,48.825100607389594,2.3554406087435296,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.8251006074,2.35544060874",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22801,0750868L,E.E.PU DIDEROT 40 boulevard Diderot,ECOLE ELEMENTAIRE PUBLIQUE,DIDEROT,Public,40 boulevard Diderot,,,75012,PARIS,Paris 12e  Arrondissement,654301.4,6860853.4,EPSG:2154,48.84610419646391,2.37729944789453,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75112,Paris,Ile-de-France,Paris,"48.8461041965,2.37729944789",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22802,0750872R,E.E.PU DUQUESNE 42 avenue duquesne,ECOLE ELEMENTAIRE PUBLIQUE,DUQUESNE,Public,42 avenue Duquesne,,,75007,PARIS,Paris  7e  Arrondissement,649586.8,6861281.0,EPSG:2154,48.84959796887738,2.3130095279631298,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75107,Paris,Ile-de-France,Paris,"48.8495979689,2.31300952796",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
22803,0750877W,E.E.PU EUGENE REISZ 4 rue Eugène Reisz,ECOLE ELEMENTAIRE PUBLIQUE,EUGENE REISZ,Public,4 rue Eugène Reisz,,,75020,PARIS,Paris 20e  Arrondissement,656789.3,6862019.0,EPSG:2154,48.85675807821932,2.4110804474905234,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75120,Paris,Ile-de-France,Paris,"48.8567580782,2.41108044749",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
